index,Order ID,Date,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-country,B2B
76373,405-6206647-4133927,05-09-22,Set,XL,1,INR,696.0,KAMALPUR,TRIPURA,IN,False
76379,171-3634819-9121931,05-09-22,kurta,L,1,INR,331.0,Sicendrabad,TELANGANA,IN,False
76381,405-7948051-9223520,05-09-22,kurta,M,1,INR,487.0,FATEHABAD,HARYANA,IN,False
76388,407-5961517-7900328,05-09-22,kurta,L,1,INR,301.0,PUNE,MAHARASHTRA,IN,False
76390,402-2497100-0635557,05-09-22,Set,M,1,INR,537.0,KULASEKHARAPURAM,KERALA,IN,False
76392,402-5824818-8598718,05-09-22,Set,XL,1,INR,771.0,PortBlair,ANDAMAN & NICOBAR ,IN,False
76396,404-5613147-2843563,05-09-22,kurta,XXL,1,INR,399.0,GUNTUR,ANDHRA PRADESH,IN,False
76400,408-7934879-6914721,05-09-22,Set,XS,1,INR,1133.0,ANJUNA,GOA,IN,False
76406,171-4956441-3478729,05-09-22,kurta,L,1,INR,301.0,MYSURU,KARNATAKA,IN,False
76410,402-4694026-9629929,05-09-22,Set,L,1,INR,788.0,VIZIANAGARAM,ANDHRA PRADESH,IN,False
76413,404-8396719-2496343,05-09-22,kurta,XS,1,INR,477.0,NEW DELHI,DELHI,IN,False
76417,404-9933405-1573135,05-09-22,kurta,S,1,INR,399.0,HYDERABAD,TELANGANA,IN,False
76418,404-7549935-6253150,05-09-22,Set,XS,1,INR,999.0,KULLU,HIMACHAL PRADESH,IN,False
76421,402-8387593-6926725,05-09-22,kurta,S,1,INR,487.0,GUWAHATI,ASSAM,IN,False
76423,406-3150872-4282742,05-09-22,Western Dress,S,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
76425,171-1209944-9403523,05-09-22,Set,3XL,1,INR,1149.0,NEW DELHI,DELHI,IN,False
76426,406-2954123-7616319,05-09-22,kurta,XXL,1,INR,517.0,KALIMPONG,WEST BENGAL,IN,False
76429,408-4680774-5224334,05-09-22,Set,L,1,INR,0.0,BHARATPUR,RAJASTHAN,IN,False
76430,402-8551319-1961945,05-09-22,kurta,M,1,INR,325.0,BENGALURU,KARNATAKA,IN,False
76434,171-7562383-1525151,05-09-22,kurta,XS,1,INR,405.0,HYDERABAD,TELANGANA,IN,False
76435,405-6989937-2260311,05-09-22,Top,XL,1,INR,529.0,GURGAON,HARYANA,IN,False
76436,404-8588014-4076304,05-09-22,kurta,M,1,INR,368.0,"Dwarka, Sector - 22",DELHI,IN,False
76443,402-0025396-5153972,05-09-22,Set,M,1,INR,1099.0,BENGALURU,KARNATAKA,IN,False
76446,407-3908102-6661105,05-09-22,kurta,XXL,1,INR,517.0,"INDIRAPURAM, GHAZIABAD",UTTAR PRADESH,IN,False
76449,171-2223708-6877938,05-09-22,Set,XL,1,INR,666.0,TANDUR,TELANGANA,IN,False
76450,404-4662934-7861106,05-09-22,kurta,S,1,INR,382.0,Berhampur,Odisha,IN,False
76455,405-7107479-3357902,05-09-22,Set,S,1,INR,641.0,CHHINDWARA,MADHYA PRADESH,IN,False
76456,404-8948864-1829125,05-09-22,kurta,XXL,1,INR,432.0,NEW DELHI,DELHI,IN,False
76462,402-4801940-9293154,05-09-22,Set,S,1,INR,736.0,AURANGABAD,BIHAR,IN,False
76469,406-4376272-4186750,05-09-22,Set,XL,1,INR,675.0,DHENKANAL,ODISHA,IN,False
76477,406-1264897-7196363,05-09-22,Western Dress,S,1,INR,771.0,BENGALURU,KARNATAKA,IN,False
76478,407-8951794-2434720,05-09-22,kurta,L,2,INR,1418.0,JALGAON,MAHARASHTRA,IN,False
76479,407-8951794-2434720,05-09-22,kurta,L,1,INR,709.0,JALGAON,MAHARASHTRA,IN,False
76482,406-8334808-7541165,05-09-22,Set,XS,1,INR,888.0,BENGALURU,KARNATAKA,IN,False
76486,171-2929012-0772333,05-09-22,Set,M,1,INR,523.0,Thrissur,KERALA,IN,False
76490,407-0301985-2045139,05-09-22,Set,M,1,INR,568.0,THANE,MAHARASHTRA,IN,False
76491,404-0917622-4085146,05-09-22,Set,XXL,1,INR,599.0,KOLKATA,WEST BENGAL,IN,False
76492,403-9462133-8401925,05-09-22,Western Dress,L,1,INR,443.0,Jammu,JAMMU & KASHMIR,IN,False
76494,403-3629337-0360318,05-09-22,kurta,3XL,1,INR,471.0,MUMBAI,MAHARASHTRA,IN,False
76495,408-3907000-7459549,05-09-22,kurta,XXL,1,INR,301.0,MUMBAI,MAHARASHTRA,IN,False
76496,171-4735971-2957169,05-09-22,kurta,L,1,INR,386.0,MEERUT,UTTAR PRADESH,IN,False
76497,407-1600415-2763561,05-09-22,kurta,M,1,INR,301.0,DARJEELING,WEST BENGAL,IN,False
76498,405-8090238-1503508,05-09-22,kurta,XXL,1,INR,517.0,HYDERABAD,TELANGANA,IN,False
76499,171-7134575-9351569,05-09-22,kurta,3XL,1,INR,471.0,Mumbai,MAHARASHTRA,IN,False
76501,408-6891690-1631503,05-09-22,kurta,XL,1,INR,635.0,CHANDIGARH,CHANDIGARH,IN,False
76503,404-9899194-1746767,05-09-22,Set,XL,1,INR,988.0,NEW DELHI,DELHI,IN,False
76505,171-9923714-9967529,05-09-22,Set,M,1,INR,579.0,Raia,Goa,IN,False
76510,402-7533609-3127505,05-09-22,Set,XS,1,INR,635.0,NAVI MUMBAI,MAHARASHTRA,IN,False
76518,404-0459728-8293162,05-09-22,Western Dress,3XL,1,INR,771.0,CHENNAI,TAMIL NADU,IN,False
76520,405-0638838-4722743,05-09-22,Set,M,1,INR,759.0,HYDERABAD,TELANGANA,IN,False
76523,406-0084749-3929170,05-09-22,Set,M,1,INR,591.0,IMPHAL,MANIPUR,IN,False
76524,406-0084749-3929170,05-09-22,Set,M,1,INR,649.0,IMPHAL,MANIPUR,IN,False
76528,404-3380823-0225106,05-09-22,kurta,3XL,1,INR,471.0,NASHIK,MAHARASHTRA,IN,False
76530,402-4021726-0469103,05-09-22,Western Dress,M,1,INR,771.0,GUWAHATI,ASSAM,IN,False
76532,171-8857463-8758709,05-09-22,Set,XL,1,INR,889.0,Trivandrum,KERALA,IN,False
76533,408-7567758-5420327,05-09-22,kurta,XS,2,INR,602.0,HYDERABAD,TELANGANA,IN,False
76537,402-0388321-7214761,05-09-22,kurta,M,1,INR,499.0,MUMBAI,MAHARASHTRA,IN,False
76544,404-2660478-9013966,05-09-22,kurta,3XL,1,INR,771.0,Central Delhi,DELHI,IN,False
76550,403-0128079-7418751,05-09-22,kurta,M,1,INR,301.0,"Kalaiyanur, coimbatore",TAMIL NADU,IN,False
76551,403-0128079-7418751,05-09-22,kurta,M,1,INR,301.0,"Kalaiyanur, coimbatore",TAMIL NADU,IN,False
76554,405-9704353-1851557,05-09-22,Western Dress,XXL,1,INR,665.0,Chidambaram,TAMIL NADU,IN,False
76557,404-9754474-1649116,05-09-22,Set,L,1,INR,545.0,DEHRADUN,UTTARAKHAND,IN,False
76560,171-6662265-8908336,05-09-22,Western Dress,XS,1,INR,885.0,KAVERIPATTINAM,TAMIL NADU,IN,False
76563,404-4790083-9882762,05-09-22,kurta,XXL,1,INR,301.0,ROHA ASHTAMI,MAHARASHTRA,IN,False
76570,403-9418757-4468325,05-09-22,Set,XS,1,INR,568.0,MUMBAI,MAHARASHTRA,IN,False
76578,404-1345760-0753108,05-09-22,Set,M,1,INR,629.0,PUNE,MAHARASHTRA,IN,False
76579,405-2347686-5506713,05-09-22,kurta,XXL,1,INR,568.0,SECUNDERABAD,TELANGANA,IN,False
76582,407-9727834-4416331,05-09-22,Set,M,1,INR,788.0,HYDERABAD,TELANGANA,IN,False
76585,402-5002743-1390732,05-09-22,kurta,L,1,INR,635.0,MEERUT,UTTAR PRADESH,IN,False
76586,404-7119541-0352346,05-09-22,Set,XS,1,INR,1523.0,CHIPLUN,MAHARASHTRA,IN,False
76587,407-5600698-0469949,05-09-22,Western Dress,XXL,1,INR,661.0,THANE,MAHARASHTRA,IN,False
76588,407-7982328-6426739,05-09-22,kurta,M,1,INR,749.0,West Champaran,BIHAR,IN,False
76590,402-0765795-6106724,05-09-22,Western Dress,XL,1,INR,771.0,NEW DELHI,DELHI,IN,False
76599,407-6059495-6905946,05-09-22,Set,S,1,INR,675.0,NEW DELHI,DELHI,IN,False
76601,408-4300471-6333112,05-09-22,Set,M,1,INR,759.0,PILKHUWA,UTTAR PRADESH,IN,False
76605,402-4744380-9183529,05-09-22,kurta,XL,1,INR,390.0,Murwara Katni,MADHYA PRADESH,IN,False
76606,402-4744380-9183529,05-09-22,Set,XL,1,INR,1238.0,Murwara Katni,MADHYA PRADESH,IN,False
76607,402-4744380-9183529,05-09-22,kurta,XL,1,INR,301.0,Murwara Katni,MADHYA PRADESH,IN,False
76608,402-4744380-9183529,05-09-22,kurta,XL,1,INR,301.0,Murwara Katni,MADHYA PRADESH,IN,False
76611,408-5624093-5945141,05-09-22,Set,M,1,INR,0.0,HYDERABAD,TELANGANA,IN,False
76612,403-7309856-5348334,05-09-22,Set,XS,1,INR,635.0,MUMBAI,MAHARASHTRA,IN,False
76618,406-3449675-7222724,05-09-22,kurta,XS,1,INR,368.0,NEW DELHI,DELHI,IN,False
76623,171-7970675-1164329,05-09-22,Top,3XL,1,INR,545.0,NEW DELHI,DELHI,IN,False
76625,408-4215675-9512343,05-09-22,Set,S,1,INR,1299.0,Erode,TAMIL NADU,IN,False
76626,171-9831778-0468338,05-09-22,Western Dress,S,1,INR,771.0,CHENNAI,TAMIL NADU,IN,False
76627,403-0364447-0009172,05-09-22,Set,3XL,1,INR,1238.0,LUCKNOW,UTTAR PRADESH,IN,False
76629,405-6748938-8840337,05-09-22,Top,XL,1,INR,574.0,JAMSHEDPUR,JHARKHAND,IN,False
76634,402-9252209-2433963,05-09-22,kurta,XL,1,INR,405.0,Murwara Katni,MADHYA PRADESH,IN,False
76639,407-2112195-3498733,05-09-22,Set,XL,1,INR,988.0,SURAT,Gujarat,IN,False
76644,171-7217278-2575523,05-09-22,Western Dress,M,1,INR,771.0,Pune,MAHARASHTRA,IN,False
76645,171-7217278-2575523,05-09-22,Western Dress,M,1,INR,434.0,Pune,MAHARASHTRA,IN,False
76646,403-1974820-2349137,05-09-22,kurta,L,1,INR,635.0,MORBI,Gujarat,IN,False
76650,402-5364528-6705925,05-09-22,kurta,M,1,INR,382.0,SECUNDERABAD,TELANGANA,IN,False
76653,171-6566123-9097936,05-09-22,kurta,XXL,1,INR,399.0,KALYAN,MAHARASHTRA,IN,False
76656,402-6224836-2909165,05-09-22,kurta,M,2,INR,1418.0,KHARGONE,MADHYA PRADESH,IN,False
76663,171-6160886-9156358,05-09-22,Top,XL,1,INR,545.0,KAPKOT,UTTARAKHAND,IN,False
76665,406-8807351-4611567,05-09-22,kurta,XL,1,INR,811.0,MUMBAI,MAHARASHTRA,IN,False
76666,402-3484107-1577166,05-09-22,kurta,XL,1,INR,399.0,MUMBAi,MAHARASHTRA,IN,False
76667,403-0799842-3530761,05-09-22,kurta,3XL,1,INR,477.0,MUMBAI,MAHARASHTRA,IN,False
76670,406-4981238-1745905,05-09-22,Set,XL,1,INR,889.0,PATNA,BIHAR,IN,False
76672,405-4730377-9589165,05-09-22,Top,S,1,INR,574.0,BAREILLY,UTTAR PRADESH,IN,False
76674,407-7391800-2621945,05-09-22,Set,S,1,INR,888.0,CHENNAI,TAMIL NADU,IN,False
76684,402-1727982-3678739,05-09-22,Set,XS,1,INR,1186.0,MANGALURU,KARNATAKA,IN,False
76686,408-6866967-9405130,05-09-22,Set,3XL,1,INR,1068.0,RAWATBHATA,RAJASTHAN,IN,False
76691,171-5744955-0853941,05-09-22,Set,XL,1,INR,999.0,GUWAHATI,ASSAM,IN,False
76694,408-4299454-4622723,05-09-22,Western Dress,XL,1,INR,899.0,LUCKNOW,UTTAR PRADESH,IN,False
76695,402-1099777-7241923,05-09-22,kurta,XXL,1,INR,307.0,NANMANDA,KERALA,IN,False
76701,404-6699671-8669906,05-09-22,Top,L,1,INR,518.0,NOIDA,UTTAR PRADESH,IN,False
76704,403-7486300-5050707,05-09-22,Set,3XL,1,INR,1186.0,GREATER NOIDA,UTTAR PRADESH,IN,False
76705,171-0686613-3894715,05-09-22,Western Dress,XL,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
76708,407-4710688-1717146,05-09-22,Set,XXL,1,INR,666.0,"Kalapatti, Coimbatore",TAMIL NADU,IN,False
76710,404-7397727-0481908,05-09-22,kurta,3XL,1,INR,355.0,KOLLAM,KERALA,IN,False
76718,404-0493907-9670706,05-09-22,Set,3XL,1,INR,1499.0,FARIDABAD,HARYANA,IN,False
76721,403-1230741-4043551,05-09-22,kurta,M,1,INR,587.0,Chennai,TAMIL NADU,IN,False
76722,402-8102792-5906719,05-09-22,kurta,XL,1,INR,382.0,SILCHAR,ASSAM,IN,False
76732,402-0122425-8648316,05-09-22,Set,M,1,INR,591.0,DEVARAPALLI,ANDHRA PRADESH,IN,False
76734,406-2772131-3748339,05-09-22,kurta,L,1,INR,376.0,nellore city,ANDHRA PRADESH,IN,False
76748,404-6354385-4014749,05-09-22,Set,L,1,INR,699.0,CHENNAI,TAMIL NADU,IN,False
76756,403-0693491-0484313,05-09-22,Set,L,2,INR,1998.0,DIMAPUR,NAGALAND,IN,False
76757,402-6809234-2976313,05-09-22,Western Dress,L,1,INR,771.0,NEW DELHI,DELHI,IN,False
76758,408-4121947-5325914,05-09-22,Western Dress,XS,1,INR,721.0,JALANDHAR,PUNJAB,IN,False
76759,403-0399619-7657952,05-09-22,Set,M,1,INR,850.0,DEHRADUN,UTTARAKHAND,IN,False
76764,171-0768060-1817139,05-09-22,kurta,XL,1,INR,382.0,KOTHAGUDEM,TELANGANA,IN,False
76767,405-6231028-3819553,05-09-22,kurta,XXL,1,INR,355.0,HYDERABAD,TELANGANA,IN,False
76772,171-1805091-9895543,05-09-22,kurta,L,1,INR,345.0,"PUNE, 51",MAHARASHTRA,IN,False
76773,403-9635645-8137127,05-09-22,kurta,3XL,1,INR,382.0,PILKHUWA,UTTAR PRADESH,IN,False
76779,408-2606774-0830769,05-09-22,kurta,XXL,1,INR,477.0,TIRUCHIRAPPALLI,TAMIL NADU,IN,False
76780,171-8476780-6898725,05-09-22,Top,M,1,INR,518.0,KOLKATA,WEST BENGAL,IN,False
76781,406-6177368-4088326,05-09-22,Set,XL,1,INR,1523.0,BHOPAL,MADHYA PRADESH,IN,False
76782,406-6177368-4088326,05-09-22,kurta,L,1,INR,307.0,BHOPAL,MADHYA PRADESH,IN,False
76787,407-1097957-4499539,05-09-22,Western Dress,XS,1,INR,443.0,NEW DELHI,DELHI,IN,False
76788,406-5709592-5938750,05-09-22,Set,S,1,INR,648.0,BANGALORE,KARNATAKA,IN,True
76789,403-0913533-0630737,05-09-22,kurta,L,1,INR,318.0,HYDERABAD,TELANGANA,IN,False
76790,404-3149338-7060310,05-09-22,Western Dress,XXL,1,INR,771.0,GURUGRAM,HARYANA,IN,False
76792,403-0397616-6986756,05-09-22,Top,XXL,1,INR,545.0,NEW DELHI,DELHI,IN,False
76798,404-0597131-9890761,05-09-22,Western Dress,S,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
76807,405-8135797-6337149,05-09-22,Western Dress,XL,1,INR,771.0,AHMADNAGAR,MAHARASHTRA,IN,False
76810,407-2151962-0059517,05-09-22,kurta,XXL,1,INR,568.0,GUWAHATI,ASSAM,IN,False
76813,171-0064169-5023569,05-09-22,kurta,L,1,INR,771.0,"Avanyapuram , Madurai",TAMIL NADU,IN,True
76818,404-8984110-2656329,05-09-22,Set,XXL,1,INR,648.0,NEW DELHI,DELHI,IN,False
76819,407-2682419-3444338,05-09-22,Set,M,1,INR,1099.0,VELLORE,TAMIL NADU,IN,False
76820,402-9478201-5317922,05-09-22,kurta,XL,1,INR,771.0,TUNI,ANDHRA PRADESH,IN,False
76822,405-2407124-0393958,05-09-22,Set,XL,1,INR,1112.0,BIKANER,RAJASTHAN,IN,False
76823,403-6632963-8958746,05-09-22,kurta,XL,1,INR,666.0,BENGALURU,KARNATAKA,IN,False
76834,171-8030347-6318726,05-09-22,kurta,XXL,1,INR,696.0,BENGALURU,KARNATAKA,IN,False
76836,407-5606404-1775544,05-09-22,kurta,XXL,1,INR,349.0,BHOGAON,UTTAR PRADESH,IN,False
76838,407-2492560-7043526,05-09-22,Western Dress,L,1,INR,899.0,BARAGAON,ODISHA,IN,False
76842,407-4043880-1752359,05-09-22,kurta,3XL,1,INR,529.0,CHITRADURGA,KARNATAKA,IN,False
76845,405-9761143-3296330,05-09-22,Western Dress,XL,1,INR,771.0,MANGALURU,KARNATAKA,IN,False
76848,405-3446695-3389905,05-09-22,kurta,XXL,1,INR,301.0,SAMBALPUR,ODISHA,IN,False
76856,402-0906440-7764324,05-09-22,Western Dress,L,1,INR,771.0,GHAZIABAD,UTTAR PRADESH,IN,False
76859,403-0551669-1398754,05-09-22,Set,3XL,1,INR,967.0,KODAIKANAL,TAMIL NADU,IN,False
76860,408-1041033-2329167,05-09-22,Top,L,1,INR,574.0,KOLKATA,WEST BENGAL,IN,False
76865,408-1502286-3829968,05-09-22,kurta,M,1,INR,544.0,NOIDA,UTTAR PRADESH,IN,False
76871,403-0141282-3707524,05-09-22,Western Dress,M,1,INR,771.0,KOLLAM,KERALA,IN,False
76872,171-9743854-1607540,05-09-22,Western Dress,L,1,INR,899.0,Dombivli,MAHARASHTRA,IN,False
76880,403-4778495-4034745,05-09-22,Western Dress,XL,1,INR,771.0,BENGALURU,KARNATAKA,IN,False
76887,402-4884368-7984351,05-09-22,Set,XL,1,INR,641.0,SATARA,MAHARASHTRA,IN,False
76888,402-4884368-7984351,05-09-22,Set,XXL,1,INR,696.0,SATARA,MAHARASHTRA,IN,False
76890,404-8247991-5978704,05-09-22,Set,3XL,1,INR,725.0,LUDHIANA,PUNJAB,IN,False
76891,404-8247991-5978704,05-09-22,Set,3XL,1,INR,819.0,LUDHIANA,PUNJAB,IN,False
76893,408-4435454-9819566,05-09-22,Set,S,1,INR,499.0,Ballia,UTTAR PRADESH,IN,False
76897,171-5267662-6241162,05-09-22,Set,XS,1,INR,999.0,Barhalganj,UTTAR PRADESH,IN,False
76900,406-5980377-6815546,05-09-22,kurta,S,1,INR,497.0,MUSABANI,JHARKHAND,IN,False
76902,405-1550647-1729925,05-09-22,Top,XXL,1,INR,749.0,PUNE,MAHARASHTRA,IN,False
76907,406-5794533-0763512,05-09-22,Set,L,1,INR,949.0,ANANTAPUR,ANDHRA PRADESH,IN,False
76910,171-7622770-7263546,05-09-22,kurta,S,1,INR,449.0,KANNUR,KERALA,IN,False
76914,408-3499400-1803535,05-09-22,Western Dress,XL,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
76918,403-8869760-5133111,05-09-22,Western Dress,S,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
76927,407-0097826-2881154,05-09-22,kurta,XS,1,INR,666.0,tirupathi,ANDHRA PRADESH,IN,False
76928,407-0097826-2881154,05-09-22,Western Dress,XS,1,INR,771.0,tirupathi,ANDHRA PRADESH,IN,False
76932,405-7013369-9883557,05-09-22,kurta,M,1,INR,399.0,NARSAMPET,TELANGANA,IN,False
76933,405-7962848-5901907,05-09-22,kurta,XL,1,INR,529.0,PUNE,MAHARASHTRA,IN,False
76937,402-5816349-6553122,05-09-22,Set,3XL,1,INR,771.0,Kozikode,KERALA,IN,False
76940,404-1365829-7641154,05-09-22,kurta,5XL,1,INR,925.0,GHAZIPUR,UTTAR PRADESH,IN,False
76946,408-0914949-2103564,05-09-22,Set,XXL,1,INR,0.0,BENGALURU,KARNATAKA,IN,False
76948,402-0544150-0781950,05-09-22,Top,3XL,1,INR,434.0,BENGALURU,KARNATAKA,IN,False
76951,407-7649820-8212358,05-09-22,Set,3XL,1,INR,1399.0,LUCKNOW,UTTAR PRADESH,IN,False
76954,406-3631472-7375503,05-09-22,kurta,XXL,1,INR,301.0,IMPHAL,MANIPUR,IN,False
76955,402-6598524-6828345,05-09-22,Western Dress,3XL,1,INR,721.0,BENGALURU,KARNATAKA,IN,False
76957,406-1324510-0596345,05-09-22,Bottom,XL,1,INR,331.0,VADODARA,Gujarat,IN,False
76960,407-3279991-0317918,05-09-22,Set,XXL,1,INR,1199.0,BHUBANESWAR,ODISHA,IN,False
76968,406-1328194-0693900,05-09-22,kurta,XL,1,INR,587.0,BENGALURU,KARNATAKA,IN,False
76971,402-2294089-1132354,05-09-22,kurta,4XL,1,INR,1099.0,Chennai,TAMIL NADU,IN,False
76972,402-3424402-1164334,05-09-22,Western Dress,XL,1,INR,771.0,KOCHI,KERALA,IN,False
76974,408-7981404-7322730,05-09-22,Top,XXL,1,INR,354.0,CHENNAI,TAMIL NADU,IN,False
76978,402-8052402-3673116,05-09-22,Western Dress,S,1,INR,771.0,MANDAPETA,ANDHRA PRADESH,IN,False
76981,407-6350959-9564302,05-09-22,kurta,S,1,INR,301.0,Varanasi,UTTAR PRADESH,IN,False
76982,406-1856734-8509925,05-09-22,kurta,XL,1,INR,771.0,INDORE,MADHYA PRADESH,IN,False
76983,406-1856734-8509925,05-09-22,Western Dress,XL,1,INR,771.0,INDORE,MADHYA PRADESH,IN,False
76987,408-5037989-2187505,05-09-22,kurta,3XL,1,INR,382.0,PANAJI,GOA,IN,False
76997,406-4376758-5694719,05-09-22,Western Dress,L,1,INR,771.0,Ichapore,WEST BENGAL,IN,False
76999,405-5555505-1947544,05-09-22,kurta,XXL,1,INR,376.0,Balurghat,WEST BENGAL,IN,False
77007,408-6754944-1729123,05-09-22,Set,S,1,INR,967.0,PARVATHIPURAM,ANDHRA PRADESH,IN,False
77012,403-6759504-1164325,05-09-22,Western Dress,XL,1,INR,771.0,TIRUNELVELI,TAMIL NADU,IN,False
77013,403-6759504-1164325,05-09-22,kurta,XXL,1,INR,459.0,TIRUNELVELI,TAMIL NADU,IN,False
77014,403-6759504-1164325,05-09-22,Western Dress,XL,1,INR,771.0,TIRUNELVELI,TAMIL NADU,IN,False
77015,403-6759504-1164325,05-09-22,kurta,3XL,1,INR,399.0,TIRUNELVELI,TAMIL NADU,IN,False
77019,402-4340015-7336307,05-09-22,Set,XL,1,INR,1238.0,GUWAHATI,ASSAM,IN,False
77030,402-0085490-2482757,05-09-22,Set,XL,1,INR,665.0,kishanganj,BIHAR,IN,False
77031,408-3057519-8264306,05-09-22,Set,XS,1,INR,0.0,Bhubaneswar,ODISHA,IN,False
77034,407-2344676-4092317,05-09-22,Set,XXL,1,INR,1149.0,JAMMU,JAMMU & KASHMIR,IN,False
77039,407-6684597-6101143,05-09-22,kurta,XS,1,INR,435.0,KARANJIA,ODISHA,IN,False
77041,403-1708954-9574722,05-09-22,kurta,XL,1,INR,382.0,FARIDKOT,PUNJAB,IN,False
77044,403-2061643-0024301,05-09-22,Set,M,1,INR,1477.0,Baithalangso,ASSAM,IN,False
77055,406-8109401-2282746,05-09-22,Western Dress,XL,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
77059,408-7417089-1725946,05-09-22,Top,S,1,INR,0.0,PUNE,MAHARASHTRA,IN,False
77064,402-6169239-0416349,05-09-22,kurta,XL,1,INR,477.0,VASAI,MAHARASHTRA,IN,False
77067,407-0198272-3885132,05-09-22,Western Dress,S,1,INR,771.0,LUCKNOW,UTTAR PRADESH,IN,False
77068,408-4993743-3322735,05-09-22,Top,3XL,1,INR,529.0,GREATER NOIDA,UTTAR PRADESH,IN,False
77069,408-2600040-6177110,05-09-22,Ethnic Dress,S,1,INR,766.0,LATUR,MAHARASHTRA,IN,False
77072,407-1586031-4946702,05-09-22,Top,3XL,1,INR,599.0,GURUGRAM,HARYANA,IN,False
77073,407-1586031-4946702,05-09-22,Top,3XL,1,INR,545.0,GURUGRAM,HARYANA,IN,False
77074,407-1586031-4946702,05-09-22,Top,3XL,1,INR,529.0,GURUGRAM,HARYANA,IN,False
77087,405-5007854-7111552,05-09-22,kurta,M,1,INR,351.0,CHENNAI,TAMIL NADU,IN,False
77095,406-2888189-4512362,05-09-22,Western Dress,3XL,1,INR,859.0,MOHALI,PUNJAB,IN,False
77096,406-2888189-4512362,05-09-22,Western Dress,3XL,1,INR,668.0,MOHALI,PUNJAB,IN,False
77098,404-6086597-3430732,05-09-22,kurta,L,1,INR,301.0,Kazhakuttom. Thiruvananthapuram,KERALA,IN,False
77112,405-4388212-4582758,05-09-22,kurta,M,1,INR,771.0,PUNE,MAHARASHTRA,IN,False
77113,405-4388212-4582758,05-09-22,Western Dress,M,1,INR,771.0,PUNE,MAHARASHTRA,IN,False
77115,408-6435034-7193937,05-09-22,kurta,L,1,INR,777.0,KOLKATA,WEST BENGAL,IN,False
77116,407-6410724-8533161,05-09-22,Set,M,1,INR,685.0,Solapur,MAHARASHTRA,IN,False
77118,405-7532096-7566706,05-09-22,Top,XXL,1,INR,545.0,NOIDA,UTTAR PRADESH,IN,False
77122,406-5469956-1963552,05-09-22,Set,S,1,INR,435.0,Mumbai,MAHARASHTRA,IN,False
77124,408-0650847-0017938,05-09-22,Set,L,1,INR,1523.0,Kolkata,WEST BENGAL,IN,False
77126,403-6146233-7422766,05-09-22,Western Dress,L,1,INR,771.0,BELAGAVI,KARNATAKA,IN,False
77128,171-8358309-9501155,05-09-22,kurta,XXL,1,INR,399.0,LUCKNOW,UTTAR PRADESH,IN,False
77130,171-9076912-4461112,05-09-22,Western Dress,XS,1,INR,771.0,GUWAHATI,ASSAM,IN,False
77133,171-0256295-2265102,05-09-22,Set,M,1,INR,649.0,BENGALURU,KARNATAKA,IN,False
77138,171-3295126-0146709,05-09-22,Set,L,1,INR,1523.0,COIMBATORE,TAMIL NADU,IN,False
77139,171-3295126-0146709,05-09-22,Set,M,1,INR,1133.0,COIMBATORE,TAMIL NADU,IN,False
77161,171-1123517-5935507,05-09-22,kurta,L,1,INR,318.0,Ranpur,ODISHA,IN,False
77165,408-5011018-8102715,05-09-22,kurta,L,1,INR,399.0,Kazipet,TELANGANA,IN,False
77167,408-1877649-8517935,05-09-22,Set,XXL,1,INR,599.0,HOWRAH,WEST BENGAL,IN,False
77169,402-8658321-9709956,05-09-22,kurta,XXL,1,INR,435.0,PUDUCHERRY,PUDUCHERRY,IN,False
77171,407-6524171-3599525,05-09-22,Set,XL,1,INR,666.0,"Chengannur, Alappuzha District",KERALA,IN,False
77172,407-6524171-3599525,05-09-22,Set,L,1,INR,736.0,"Chengannur, Alappuzha District",KERALA,IN,False
77175,403-4413738-5461941,05-09-22,Western Dress,L,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
77181,405-0634599-8412346,05-09-22,kurta,XS,1,INR,376.0,GUNTUR,ANDHRA PRADESH,IN,False
77183,406-5271841-3363538,05-09-22,Set,XL,1,INR,999.0,SATANA,MAHARASHTRA,IN,False
77184,406-1344754-5548327,05-09-22,kurta,3XL,1,INR,523.0,NEW DELHI,DELHI,IN,False
77185,171-0234896-1048335,05-09-22,Set,L,1,INR,1133.0,Hyderabad,TELANGANA,IN,False
77188,407-6735033-2601117,05-09-22,Set,3XL,1,INR,771.0,MARGAO,GOA,IN,False
77189,407-2021471-2162762,05-09-22,Top,XXL,1,INR,749.0,MARGAO,GOA,IN,False
77190,403-9779685-6436332,05-09-22,Set,M,1,INR,783.0,THANE,MAHARASHTRA,IN,False
77194,405-1208512-0048361,05-09-22,Set,M,1,INR,1523.0,KANNIYAKUMARI,TAMIL NADU,IN,False
77202,407-1635863-3143559,05-09-22,kurta,M,1,INR,301.0,MUMBAI,MAHARASHTRA,IN,False
77207,403-0856702-0457121,05-09-22,kurta,3XL,1,INR,362.0,ATCHUTAPURAM APSEZ,ANDHRA PRADESH,IN,False
77211,408-4287392-7509101,05-09-22,Set,XS,1,INR,1073.0,Dehra H.O,HIMACHAL PRADESH,IN,False
